ortografia,freq_orto,nb_letras
deprecação,1,10
deprecadas,1,10
deprecam,1,8
depreciaram,1,11
depreciarem,1,11
depreciar-se,1,12
depreciava,1,10
depreciou-se,1,12
depreço,1,7
depreços,1,8
depredadoras,1,12
depredando,1,10
depredarem,1,10
depredasse,1,10
depredatórias,1,13
depredem,1,8
depreendeu,1,10
depreendidas,1,12
deprende,1,8
deprês,1,6
depresão,1,8
depressor,1,9
depressora,1,10
depretensioso,1,13
deprimeiro,1,10
deprimem,1,8
deprimentemente,1,15
deprime-se,1,10
deprimidíssimo,1,14
deprimi-las,1,11
deprimiu-se,1,11
deprodução,1,10
deprofundidade,1,14
depropaganda,1,12
deprtamento,1,11
depsicotização,1,14
depth-frequency,1,15
depto,1,5
deptuado,1,8
depuis,1,6
depurador,1,9
depuram,1,7
depurando-os,1,12
depurando-se,1,12
depurara,1,8
depura-se,1,9
depurativas,1,11
depurativos,1,11
depure,1,6
depurou-o,1,9
depus,1,5
depusera,1,8
depusse,1,7
deputação,1,9
deputadas,1,9
deputado-coronel,1,16
deputado-despachante,1,20
deputado-economista,1,19
deputadojoseph,1,14
deputado-mãe,1,12
deputadopor,1,11
deputadosa,1,10
deputados-anões,1,15
deputados-constituintes,1,23
deputados-fazendeiros,1,21
deputados-sindicalistas,1,23
deputadozinho,1,13
dequada,1,7
dequate,1,7
deques,1,6
der$,1,4
deram-lhes,1,10
dera-nos,1,8
derberg,1,7
derbys,1,6
derechas,1,8
derefrigeradores,1,16
derefugiadossão,1,15
derejeição,1,10
derenda,1,7
derere,1,6
derir-me,1,8
derivantes,1,10
derivaram-se,1,12
derivariam,1,10
derivar-se,1,10
derivation,1,10
derivou-se,1,10
dermatofitose,1,13
dermatogênio,1,12
dermatológico,1,13
dermatológicos,1,14
dermatologistas,1,15
dermatoscópio,1,13
dermes,1,6
deroupas,1,8
derradeiramente,1,15
derramada,1,9
derramadas,1,10
derramados,1,10
derramam-se,1,11
derramando-lhe,1,14
derrama-o,1,9
derramaram-lhe,1,14
derramaram-se,1,13
derramarão,1,10
derramarem,1,10
derramaria,1,10
derramasse,1,10
derramei,1,8
derramou-o,1,10
derramou-se-lhe,1,15
derranca,1,8
derrapando,1,10
derrapante,1,10
derraparam,1,10
derrapava,1,9
derrapem,1,8
derreada,1,8
derreadas,1,9
derreado,1,8
derreados,1,9
derreando-se,1,12
derreava,1,8
derretar,1,8
derretaram,1,10
derretê-los,1,11
derretia-se,1,11
derribada,1,9
derribados,1,10
derribar,1,8
derribassem,1,11
derribou-o,1,10
derridiana,1,10
derrières,1,9
derrocará,1,9
derroga,1,7
derrogadas,1,10
derrogados,1,10
derrogam,1,8
derrogam-se,1,11
derrogando-se,1,13
derrogar,1,8
derrogatória,1,12
derrogável,1,10
derroootou,1,10
derrotadíssimo,1,14
derrotadoantes,1,14
derrotadono,1,11
derrotamos,1,10
derrotando-a,1,12
derrotando-as,1,13
derrotaríamos,1,13
derrotas-,1,9
derrotavam,1,10
derrotista,1,10
derrotistas,1,11
derrou,1,6
derrrota,1,8
derrtoa,1,7
derrubadas,1,10
derrubador,1,10
derrubadou,1,10
derrubá-lo-á,1,12
derrubando-se,1,13
derrubara,1,9
derrubaríamos,1,13
derrubar-la,1,11
derrubar-los,1,12
derruba-se,1,10
derrubaste,1,10
derrubava-se,1,12
derrube-se,1,10
derrubou-se,1,11
derruindo,1,9
derterminada,1,12
derubar,1,7
derubou-se,1,10
derviche,1,8
dervixes,1,8
dés,1,3
des-),1,5
desabada,1,8
desabadas,1,9
desabados,1,9
desabafado,1,10
desabalada,1,10
desabasse,1,9
desabassem,1,10
desabastecidos,1,14
desabastecimentos,1,17
desabem,1,7
desabgrigados,1,13
desabilita,1,10
desabilitado,1,12
desabitadas,1,11
desabituada,1,11
desabituadas,1,12
desabituados,1,12
desabo,1,6
desabonariam,1,12
desabono,1,8
desabotoados,1,12
desabotoasse,1,12
desabotoou,1,10
desabridas,1,10
desabridos,1,10
desabridos,1,10
desabrigada,1,11
desabrigadasna,1,14
desabrigado,1,11
desabrigou,1,10
desabriu,1,8
desabrochados,1,13
desabrochando,1,13
desabrocharam,1,13
desabrocharem,1,13
desabrochasse,1,13
desabrochavam,1,13
desabusada,1,10
desabusadíssimo,1,15
desabusar,1,9
desabusava,1,10
desacaracterização,1,18
desacaria,1,9
desacata,1,8
desacatada,1,10
desacatando,1,11
desacatarem,1,11
desacatassem,1,12
desacelaração,1,13
desaceleramento,1,15
desacelerar-se,1,14
desacelerasse,1,13
desacelerassem,1,14
desacelerava,1,12
desacelere,1,10
desacolhendo,1,12
desacolheu,1,10
desacolhidos,1,12
desacomodações,1,14
desa-companhados,1,16
desaconselhada,1,14
desaconselhados,1,15
desaconselha-se,1,15
desaconselhe,1,12
desaconselhei,1,13
desaconselhei-a,1,15
desacorçoada,1,12
desacorçoar,1,11
desacordadas,1,12
desacordadeo,1,12
desacorrentada,1,14
desacorrentou,1,13
desacostumadas,1,14
desacostumado,1,13
desacostumar-se,1,15
desacostumou,1,12
desacredidato,1,13
desacreditados,1,14
desacreditá-lo,1,14
desacreditamos,1,14
desacreditando,1,14
desacreditando-as,1,17
desacreditavam,1,14
desaderidos,1,11
desadorando,1,11
desafalcaram,1,12
desafeiçoada,1,12
desafeta,1,8
desafetação,1,11
desafetar,1,9
desafiado,1,9
desafiadoramente,1,16
desafia-o,1,9
desafiaram-no,1,13
desafiarei,1,10
desafiaria,1,10
desafiariam,1,11
desafinada,1,10
desafinadas,1,11
desafinadas,1,11
desafinando,1,11
desafinavam,1,11
desafio-chave,1,13
desafiodo,1,9
desafiou-se,1,11
desafixação,1,11
desafogado,1,10
desafogados,1,11
desafogá-las,1,12
desafogá-lo,1,11
desafogando,1,11
desafogou,1,9
desaforada,1,10
desaforadas,1,11
desaforado,1,10
desaforado,1,10
desaforados,1,11
desaforar,1,9
desaforismos,1,12
desaforo,1,8
desafortunou-se,1,15
desafricanização,1,16
desafrontando,1,13
deságios,1,8
desagradabilíssima,1,18
desagradabilíssimo,1,18
desagradá-la,1,12
desagradá-lo,1,12
desagradarão,1,12
desagradariam,1,13
desagradasse,1,12
desagradei,1,10
desagradem,1,10
desagrados,1,10
desagradou-se,1,13
desagravos,1,10
desagregada,1,11
desagregadores,1,14
desagregando-se,1,15
desagregar-se,1,13
desagregavam,1,12
desagua,1,7
desaguado,1,9
desaguaram,1,10
desaguaremos,1,12
desaguaria,1,10
desaguem,1,8
désaide,1,7
desaire,1,7
desairosamente,1,14
desairoso,1,9
desairosos,1,10
desajuda,1,8
desajuizadas,1,12
desajusta-se,1,12
desalentos,1,10
desalienar,1,10
desalinhadas,1,12
desalinho,1,9
desalinhos,1,10
desalinhou,1,10
desalmada,1,9
desalmados,1,10
desalteram,1,10
desamada,1,8
desamar,1,7
desamarra,1,9
desamarrada,1,11
desamarradas,1,12
desamarrado,1,11
desamarraram,1,12
desamarre,1,9
desamarrou,1,10
desamassadas,1,12
desamassá-la,1,12
desambarcaram,1,13
desambição,1,10
desambiciosa,1,12
desambiciosas,1,13
desambientação,1,14
desambientado,1,13
desamo,1,6
desamorosos,1,11
desamparando,1,12
desamparo,1,9
desancada,1,9
desancadas,1,10
desancado,1,9
desancoradas,1,12
desancou-a,1,10
desanctianas,1,12
desanda,1,7
desandado,1,9
desandam,1,8
desandando,1,10
desandar-lhe,1,12
desandasse,1,10
desandavam,1,10
desanimação,1,11
desanimadas,1,11
desanimadinho,1,13
desanimás,1,9
desanimavam,1,11
desanimeis,1,10
desanimô,1,8
desano,1,6
desanquei,1,9
desanuvia,1,9
desanuviada,1,11
desanuviado,1,11
desanuviaria,1,12
desapagar,1,9
desapaixonadamente,1,18
desaparaceu,1,11
desaparadas,1,11
desapareceça,1,12
desaparecer-lhe,1,15
desapareciam-lhe,1,16
desaparecias,1,12
desapareciiento,1,15
desapareço,1,10
desaparerer,1,11
desapensados,1,12
desapereceram,1,13
desaperecimento,1,15
desaperer,1,9
desapertar,1,10
desaperte,1,9
desapertos,1,10
desapertou-lhe,1,14
desapiedado,1,11
desapiedados,1,12
desapontadora,1,13
desapontadoramente,1,18
desapontá-las,1,13
desapontá-los,1,13
desapontará,1,11
desapontarão,1,12
desapontava,1,11
desapontei,1,10
desaponto,1,9
desaponto,1,9
desaprender,1,11
desaprobador,1,12
desaprobadora,1,13
desapropriamos,1,14
desapropriapão,1,14
desapropriarem,1,14
desapropriatório,1,16
desapropriatórios,1,17
desaprovaria,1,12
desaprovariam,1,13
desaprovavam,1,12
desaproveitamente,1,17
desaprumado,1,11
desaprumo,1,9
desaquecem,1,10
desaqueceram,1,12
desaquecidas,1,12
desaquendar,1,11
desarma-lo,1,10
desarmamaento,1,13
desarmamaneto,1,13
desarmamentogeller,1,18
desarmanento,1,12
desarmaram-no,1,13
desarmarem,1,10
desarmassem,1,11
desarmei,1,8
desarmonias,1,11
desarmonioso,1,12
desarmoniosos,1,13
desarmou-o,1,10
desarquivado,1,12
desarraigamento,1,15
desarranjado,1,12
desarranjo,1,10
desarranjou,1,11
desarrazoadas,1,13
desarrazoado,1,12
desarrazoar,1,11
desarreglo,1,10
desarrumada,1,11
desarrumado,1,11
desarrumando,1,12
desarrumara,1,11
desarrumaram,1,12
desarticização,1,14
desarticuladamente,1,18
desarticuladas,1,14
desarticulados,1,14
desarticulando,1,14
desarticularam,1,14
desarticularia,1,14
desarticular-se,1,15
desasfixiando,1,13
desasistida,1,11
desasnado,1,9
desasnando,1,10
desassociar-se,1,14
desassombrada,1,13
desassombradamente,1,18
desassombradas,1,14
desassombrado,1,13
desassorear,1,11
desassossego,1,12
desatadas,1,9
desatadas,1,9
desatados,1,9
desatam-se,1,10
desatando,1,9
desatará,1,8
desataram-se,1,12
desatarraxando,1,14
desatar-se,1,10
desatas,1,7
desatendendo,1,12
desatender,1,10
desatentas,1,10
desatinado,1,10
desatinados,1,11
desatino,1,8
desativacão,1,11
desativações,1,12
desativá-lo,1,11
desativam,1,9
desativamento,1,13
desativando-os,1,14
desativarem,1,11
desativaria,1,11
desativiação,1,12
desativou-a,1,11
desatravancar,1,13
desatreladas,1,12
desatrelá-lo,1,12
desatrelar,1,10
desatrele,1,9
desatualiza,1,11
desatualizar,1,12
desatulhar,1,10
desaúde,1,7
desaurotrizou,1,13
desautomatização,1,16
desautomatizantes,1,17
desautorizadora,1,15
desautorizados,1,14
desautorizá-la,1,14
desautorizando-o,1,16
desautorizara,1,13
desautorizaram,1,14
desautorizar-se,1,15
desautorizava,1,13
desavergonhados,1,15
desavergonhamento,1,17
desavidado,1,10
desavindos,1,10
desavisada,1,10
desavisadas,1,11
desavisadas,1,11
desavisar,1,9
desazado,1,8
desazo,1,6
desazonalização,1,15
desazonalizado,1,14
desazonalizar,1,13
desbagoou,1,9
desbanalizar,1,12
desbancá-lo,1,11
desbancaria,1,11
desbancasse,1,11
desbancava,1,10
desbarata,1,9
desbaratadas,1,12
desbaratado,1,11
desbaratamento,1,14
desbaratando,1,12
desbarataria,1,12
desbaratava,1,11
desbarato,1,9
desbarrancadas,1,14
desbarrancamento,1,16
desbarrancamentos,1,17
desbarranquem,1,13
desbastado,1,10
desbloquearem,1,13
desbocadas,1,10
desbordar,1,9
desbotados,1,10
desbotamento,1,12
desbotaram,1,10
desbotassem,1,11
desbotavam,1,10
desbrava,1,8
desbravadas,1,11
desbravadora,1,12
desbravadoras,1,13
desbravam,1,9
desbravava,1,10
desbraváveis,1,12
desbrigados,1,11
desbrotas,1,9
desbundada,1,10
desbundado,1,10
desbundados,1,11
desbundante,1,11
desbundar,1,9
desbundávamos,1,13
desbundes,1,9
desbundou,1,9
desburocatrização,1,17
desburocratiza,1,14
desburocratizante,1,17
desburocratizou,1,15
descabaçamento,1,14
descabela,1,9
descabeladamente,1,16
descabelado,1,11
descabelados,1,12
descabelando,1,12
descabelarem,1,12
descabela-se,1,12
descabem,1,8
descaber,1,8
descabia,1,8
descabidamente,1,14
descadastradas,1,14
descadastrar,1,12
descadastrou,1,12
descadeirada,1,12
descadeirados,1,13
descaia,1,7
descaída,1,8
descaidas,1,9
descaimentos,1,12
descalcadas,1,11
descalçava,1,10
descalcificados,1,15
descalçou-lhe,1,13
descalçou-se,1,12
descalorioso,1,12
descama,1,7
descamado,1,9
descamam,1,8
descamar,1,8
descamará,1,9
descambando,1,11
descambarem,1,11
descaminha,1,10
descampadas,1,11
descampados,1,11
descanbando,1,11
descançando,1,11
descançar,1,9
descanonizá-lo,1,14
descansa,1,8
descansadas,1,11
descansai,1,9
descansais,1,10
descansara,1,10
descansaria,1,11
descansariam,1,12
descansas,1,9
descantes,1,9
descapitaliza,1,13
descapitalizada,1,15
descapitalizadas,1,16
descapitalizando-as,1,19
descaração,1,10
descaracterizabdo,1,17
descaracterizadora,1,18
descaracterizando-a,1,19
descaracterizando-os,1,20
descaracterizariam,1,18
descaracterizava,1,16
descaracterize,1,14
descaracterizem,1,15
descaracterizou-se,1,18
descaractrização,1,16
descaractrrizado,1,16
descaradas,1,10
descarados,1,10
descarateriza,1,13
descarbonização,1,15
descarboxilases,1,15
descareta,1,9
descarnada,1,10
descarnados,1,11
descarnamento,1,13
descarnar,1,9
descaroçador,1,12
descaroçamento,1,14
descarregamento,1,15
descarregamentos,1,16
descarregaria,1,13
descarregar-la,1,14
descarregar-se,1,14
descarregassemos,1,16
descarreguei,1,12
descarrilando,1,13
descarrilaram,1,13
descarrilhamentos,1,17
descarrilhar,1,12
descarrilhe,1,11
descarrilhou,1,12
descartabilidade,1,16
descartadapela,1,14
descartá-los,1,12
descartará,1,10
descartarem,1,11
descartariam,1,12
descartou-se,1,12
descasa,1,7
descasamemto,1,12
descasavam,1,10
descascadores,1,13
descascá-las,1,12
descascam,1,9
descascamento,1,13
descascarmos,1,12
descasco,1,8
descasou-se,1,11
descative,1,9
descavalgava,1,12
desccoberta,1,11
desccu,1,6
descedentes,1,11
descê-las,1,9
desce-lhe,1,9
descê-lo,1,8
descendendo,1,11
descendeu,1,9
descendiam,1,10
descensão,1,9
descentes,1,9
descentra,1,9
descentrado,1,11
descentrados,1,12
"descentralização-privatização,",1,30
descentralizações,1,17
descentralizadamente,1,20
descentralizadoras,1,18
descentralizando-a,1,18
descentralizda,1,14
descentralize,1,13
descentralizei,1,14
descentrar,1,10
desceram-lhe,1,12
desceram-me,1,11
descerás,1,8
descerebrada,1,12
descerebrado,1,12
descerebrados,1,13
desceremos,1,10
desceríamos,1,11
descermos,1,9
descerram,1,9
descerrar,1,9
descerrara,1,10
descerraram,1,11
desceste,1,8
desciam-lhe,1,11
descíamos,1,9
descia-o,1,8
descia-se,1,9
descitas,1,8
desclassficado,1,14
desclassicado,1,13
desclassificadas,1,16
desclassificamos,1,16
desclassificando-se,1,19
desclassificará,1,15
desclassificarem,1,16
desclassificarmos,1,17
descoagulação,1,13
des-coberta,1,11
descoberta89,1,12
descobertamente,1,15
descobeta,1,9
descobirá,1,9
descobra,1,8
descobram,1,9
descobrem-nas,1,13
descobre-o,1,10
descobríamos,1,12
descobri-las,1,12
descobrimientos,1,15
descobrindo-a,1,13
descobrindo-o,1,13
descobrira-se,1,13
descobriríamos,1,14
descobrir-lhe,1,13
descobrir-lo,1,12
descobrir-me,1,12
descobriu-as,1,12
descobriu-ela,1,13
descobriu-o,1,11
descoco,1,7
descohecida,1,11
descoincidência,1,15
descoladerrerrérrimo,1,20
descoladerrérrimo,1,17
descoladerrérrimo,1,17
descoladésimo,1,13
descoladoras,1,12
descolamentos,1,13
descolaração,1,12
descolarem,1,10
descolavam,1,10
descoletes,1,10
descolettes,1,11
descolhecido,1,12
descolonizacão,1,14
descolonizado,1,13
descolonizar,1,12
descolonizaram,1,14
descolore,1,9
descolorida,1,11
descolorida,1,11
descolorido,1,11
descolou-se,1,11
descombinadas,1,13
descombinado,1,12
descombinados,1,13
descomedida,1,11
descomedida,1,11
descomedidos,1,12
descomensurado,1,14
descomer,1,8
descomia,1,8
descomissionados,1,16
descomissionar,1,14
descompactar,1,12
descompassada,1,13
descompassadamente,1,18
descompassado,1,13
descompassador,1,14
descompassados,1,14
descompassados,1,14
descompatibilização,1,19
descompensa,1,11
descompensadamente,1,18
descompensam,1,12
descompensar,1,12
descomplicação,1,14
descomplicou-se,1,15
descomplique,1,12
descompliquem,1,13
descompõe,1,9
descompondo-os,1,14
descompostas,1,12
descomprimento,1,14
descomprimido,1,13
descomprometida,1,15
descomprometido,1,15
descomprometidos,1,16
descompromissa,1,14
descompromissadas,1,17
descompunha,1,11
descomunalmente,1,15
desconcatenada,1,14
desconceituava,1,14
desconcentra,1,12
desconcentrado,1,14
desconcentrados,1,15
desconcentrados,1,15
desconcentram,1,13
desconcentraremos,1,17
desconcentrava,1,14
desconcentro,1,12
desconcertada,1,13
desconcertados,1,14
desconcertar,1,12
desconcertar-lhe,1,16
desconcertatnes,1,15
desconcerto,1,11
desconcertos,1,12
desconchavada,1,13
descondicione,1,13
descondiderar,1,13
desconectado,1,12
desconectando,1,13
desconehcer,1,11
desconfiaça,1,11
desconfiadão,1,12
desconfiara,1,11
desconfiava-se,1,14
desconfieis,1,11
desconfiem-se,1,13
desconfie-se,1,12
desconfiômetro,1,14
desconfirmação,1,14
desconfirmá-la,1,14
desconfirmar,1,12
desconforta,1,11
desconfortativas,1,16
desconfortáve,1,13
descongela,1,10
descongelaram,1,13
descongelassem,1,14
descongestão,1,12
descongestiona,1,14
descongestionantes,1,18
descongestione,1,14
desconheçamos,1,13
desconhecedoras,1,15
desconhecedores,1,15
desconhecê-la,1,13
desconhece-lhe,1,14
desconhecê-lo,1,13
desconhecê-los,1,14
des-conhecem,1,12
des-conhecendo,1,14
desconhece-os,1,13
desconhecerá,1,12
desconheceram,1,13
desconhecerão,1,13
desconhecíamos,1,14
desco-nhecida,1,13
desconhecíveis,1,14
desconhelcidas,1,14
desconher,1,9
desconjuntadamente,1,18
desconjuntando-as,1,17
desconsagração,1,14
desconselhada,1,13
desconsertava,1,13
desconserto,1,11
desconsiderados,1,15
desconsiderarem,1,15
desconsideraresultado,1,21
desconsiderarmos,1,16
desconsiderasse,1,15
desconsola,1,10
desconsolação,1,13
desconsoladamente,1,17
desconsoladas,1,13
desconsoladas,1,13
desconsolador,1,13
desconsoladora,1,14
desconsolo,1,10
desconstitua,1,12
desconstitucionalize,1,20
desconstitui-la,1,15
desconstituindo,1,15
desconstituindo-se,1,18
desconstituiu,1,13
desconstrucionistas,1,19
desconstruía,1,12
desconstruídos,1,14
desconstrui-lo,1,14
desconstruiu,1,12
desconstrutível,1,15
desconstrutivista,1,17
desconsuelo,1,11
descontai-me,1,12
descontaminada,1,14
descontaminados,1,15
descontaminá-la,1,15
descontaminantes,1,16
descontamos,1,11
descontaram-se,1,14
descontariam,1,12
descontarmos,1,12
descontasse,1,11
descontavam,1,11
descontava-se,1,13
descontem,1,9
descontentameto,1,15
descontentando,1,14
descontentaram,1,14
descontentaria,1,14
descontentava,1,13
descontentes,1,12
descontentou,1,12
descontextualizada,1,18
descontextualizado,1,18
descontextualizá-la,1,19
descontextualizando,1,19
descontextualizantes,1,20
descontingenciamento,1,20
descontinuação,1,14
descontinuada,1,13
descontinuando,1,14
descontinuar,1,12
descontínuas74,1,14
desconto-padrão,1,15
descontraia,1,11
descontraíam,1,12
descontrói,1,10
descontroladas,1,14
descontrolam,1,12
descontrolando,1,14
descontrola-se,1,14
descontrole,1,11
descontroles,1,12
descontrolo,1,11
descontrolou-se,1,15
desconversado,1,13
desconvidada,1,12
desconvidados,1,13
desconvocação,1,13
descoordenado,1,13
descoradas,1,10
descorados,1,10
descorados,1,10
descoroçoado,1,12
descoroçoados,1,13
descorporificado,1,16
descortesias,1,12
descortez,1,9
descortinada,1,12
descortinado,1,12
descortinam-se,1,14
descortinará,1,12
descortina-se,1,13
descortinava,1,12
descosidas,1,10
descosturadas,1,13
descosturar,1,11
descosturava,1,12
descoupado,1,10
descredência,1,12
descredenciados,1,15
descredenciava,1,14
descreditá-las,1,14
descréditos,1,11
descrêem,1,8
descreio,1,8
descrenciado,1,12
descrendenciada,1,15
descrendo,1,9
descrépitas,1,11
descresceu,1,10
descrevema,1,10
descrevem-se,1,12
descrevendo-a,1,13
descrevendo-o,1,13
descrevendo-os,1,14
descreveram-se,1,14
descreveriam,1,12
des-creveriam,1,13
descrever-lo,1,12
descrever-se-ão,1,15
descrever-te,1,12
descrevessem,1,12
descreveu-me,1,12
descreveu-nos,1,13
descria,1,7
describe,1,8
described,1,9
describere,1,10
describiendo,1,12
describir,1,9
descriçãodos,1,12
descricionária,1,14
descrido,1,8
descrimina,1,10
descriminaliza,1,14
descriminalizacão,1,17
descriminalizando,1,17
descriminante,1,13
descrimininalização,1,19
descripción,1,11
descriptive,1,11
descriptografados,1,17
descristianização,1,17
descristianizado,1,16
descritíveis,1,12
des-critível,1,12
descrminalização,1,16
descruza,1,8
descruzava,1,10
descruzavam,1,11
descubrir,1,9
descubrirás,1,11
descubrirem,1,11
descuidam,1,9
descuidando,1,11
descuidaram-se,1,14
descuidarei,1,11
descuidarem,1,11
descuidaria,1,11
descuidava,1,10
descuidista,1,11
descuidosamente,1,15
descuidoso,1,10
desculpabilização,1,17
desculpabilizar,1,15
desculpam-se,1,12
desculpando-me,1,14
desculpa-o,1,10
desculpar,1,9
desculpará,1,10
desculparam-se,1,14
desculpar-lo,1,12
desculpar-me,1,12
desculpas,1,9
desculpavam-se,1,14
desculpáveis,1,12
desculpe,1,8
desculpem-nos,1,13
desculpemos,1,11
desculpem-se,1,12
desculturação,1,13
descumpri,1,9
